date,min,max,pm25,q1,q3,stdev,count
2019-12-09T00:00:00.000Z,0.7,10.28,1.33,1.14,1.57,1.259,236
2019-12-10T00:00:00.000Z,1.98,12.69,3.36,2.68,3.9,1.194,295
2019-12-11T00:00:00.000Z,1.66,6.52,2.93,2.47,4.15,1.18,402
2019-12-12T00:00:00.000Z,5.42,16.27,9.52,7.38,12.95,2.809,487
2019-12-13T00:00:00.000Z,10.43,20.46,14,12.6,14.9,1.938,550
2019-12-14T00:00:00.000Z,0.55,12.93,3.55,1.76,8.47,4.067,404
2019-12-15T00:00:00.000Z,0.46,5.64,1.35,1.14,1.76,0.606,568
2019-12-16T00:00:00.000Z,1.03,4.4,1.8,1.37,2.92,0.833,293
2019-12-17T00:00:00.000Z,4.32,12.97,5.48,5.11,6.36,2.918,191
2019-12-18T00:00:00.000Z,0.54,16.57,1.84,0.99,3.37,2.794,341
2019-12-19T00:00:00.000Z,5.35,32.15,15.2,10.28,24.58,8.058,536
2019-12-20T00:00:00.000Z,8.03,28.44,17.63,12.48,21.63,5.631,485
2019-12-21T00:00:00.000Z,1.5,12.07,5.66,3.38,8.09,2.686,395
2019-12-22T00:00:00.000Z,9.82,16.26,13.73,12.9,14.52,1.321,559
2019-12-23T00:00:00.000Z,2.67,19.3,6.63,3.95,9.43,3.001,540
2019-12-24T00:00:00.000Z,1.5,19.5,3.26,2.64,4.88,2.384,555
2019-12-25T00:00:00.000Z,2.77,20.19,5,3.94,6.31,2.736,491
2019-12-26T00:00:00.000Z,3.22,18.1,4.84,4.34,5.74,2.588,229
2019-12-27T00:00:00.000Z,0.72,11.12,2.02,1.56,3.42,1.738,327
2019-12-28T00:00:00.000Z,0.56,21.22,1.69,1.2,2.68,2.417,418
2019-12-29T00:00:00.000Z,1.82,8.36,4,2.74,6.4,1.779,585
2019-12-30T00:00:00.000Z,1.76,8,3.13,2.7,4.55,1.481,587
2019-12-31T00:00:00.000Z,1.45,239.8,5.34,2.98,9.96,23.022,577
2020-01-01T00:00:00.000Z,2.72,226.63,10.94,7.87,12.6,18.526,581
2020-01-02T00:00:00.000Z,4.13,17.43,9.72,6.17,10.68,2.519,489
2020-01-03T00:00:00.000Z,0.78,15.92,6.25,5.09,7.9,2.098,548
2020-01-04T00:00:00.000Z,0.2,6.42,2.45,1.83,2.9,0.936,560
2020-01-05T00:00:00.000Z,1.62,12.86,2.68,2.29,3.93,1.438,561
2020-01-06T00:00:00.000Z,4.83,13.33,8.32,7.14,9.8,1.704,521
2020-01-07T00:00:00.000Z,7.98,27.64,12.15,9.43,14.4,2.992,517
2020-01-08T00:00:00.000Z,2.75,12.17,4.74,3.88,6.65,1.916,505
2020-01-09T00:00:00.000Z,3.5,17.2,10.33,6.09,13.45,4.034,432
2020-01-10T00:00:00.000Z,0.82,15.1,2.88,1.8,4.95,4.255,431
2020-01-11T00:00:00.000Z,0.74,10.36,2.34,1.55,3.24,1.262,530
2020-01-12T00:00:00.000Z,2.68,12.84,5.85,4.8,6.47,1.429,569
2020-01-13T00:00:00.000Z,1.56,9.53,5.05,3.18,6.25,2.087,483
2020-01-14T00:00:00.000Z,1.85,11.52,3.62,2.47,9.57,3.482,437
2020-01-15T00:00:00.000Z,1.48,9.27,2.42,2,4.34,1.455,456
2020-01-16T00:00:00.000Z,0.86,15.05,2.2,1.35,8.06,4.316,481
2020-01-17T00:00:00.000Z,6.5,20.8,15.19,12.08,17.12,3.744,465
2020-01-18T00:00:00.000Z,1.47,55.39,3.05,2.38,6.25,4.644,497
2020-01-19T00:00:00.000Z,2.63,25.24,6.81,4.63,8.59,2.679,473
2020-01-20T00:00:00.000Z,2.42,9.97,5.84,4.42,7.23,1.817,330
2020-01-21T00:00:00.000Z,3.32,14.2,5.53,4.36,6.78,2.681,463
2020-01-22T00:00:00.000Z,14.37,20.32,15.9,14.79,18.55,2.009,17
2020-01-23T00:00:00.000Z,3.65,14.57,7.87,4.44,9.94,3.316,82
2020-01-24T00:00:00.000Z,13.42,23.38,18.37,17.05,20.13,2.049,268
2020-01-25T00:00:00.000Z,5.92,15.9,10.03,8.82,11.95,2.304,300
2020-01-26T00:00:00.000Z,3.83,21.5,12.27,10.51,15.85,3.738,305
2020-01-27T00:00:00.000Z,5.2,20.58,16.28,8.53,17.89,5.078,257
2020-01-28T00:00:00.000Z,0.4,9.85,2.58,1.6,5,2.494,271
2020-01-29T00:00:00.000Z,1.1,3.92,2.67,2.08,3.28,0.66,298
2020-01-30T00:00:00.000Z,1.28,4.22,2.62,2.25,3.07,0.541,287
2020-01-31T00:00:00.000Z,1.36,6.78,2.84,2.2,3.49,1.214,280
2020-02-01T00:00:00.000Z,0.55,3.45,1.06,0.81,1.85,0.708,322
2020-02-02T00:00:00.000Z,0.76,5.27,2.37,2.04,3.07,0.841,326
2020-02-03T00:00:00.000Z,1.34,6.44,2.92,2.37,4.09,1.185,316
2020-02-04T00:00:00.000Z,0.72,18.11,2.1,1.25,2.39,1.251,249
2020-02-05T00:00:00.000Z,0.2,3.63,0.75,0.56,1.8,0.703,233
2020-02-06T00:00:00.000Z,2.02,12.62,4.19,3.53,4.87,2.061,228
2020-02-07T00:00:00.000Z,3.2,11.9,9.23,6.9,9.98,2.025,216
2020-02-08T00:00:00.000Z,4.93,16.8,8.44,6.04,14.54,3.989,194
2020-02-09T00:00:00.000Z,1.2,11.11,5.78,2.37,8.97,3.327,362
2020-02-10T00:00:00.000Z,0.2,6.25,1.1,0.76,1.63,0.692,347
2020-02-11T00:00:00.000Z,0.2,3.17,1.34,0.9,1.64,0.517,357
2020-02-12T00:00:00.000Z,1,5.68,1.6,1.4,1.82,0.478,379
2020-02-13T00:00:00.000Z,1.07,6.26,2.54,1.92,3.16,0.91,376
2020-02-14T00:00:00.000Z,4.95,40.15,12.91,9.4,15.4,4.44,390
2020-02-15T00:00:00.000Z,2.25,13.78,9.01,4.24,11.69,3.73,325
2020-02-16T00:00:00.000Z,0.08,3.57,1.54,1.4,1.8,0.63,374
2020-02-17T00:00:00.000Z,0.05,3.35,0.9,0.4,1.06,0.476,343
2020-02-18T00:00:00.000Z,0.6,3.66,1.37,1.1,1.7,0.47,308
2020-02-19T00:00:00.000Z,0.55,7.45,1.75,1.4,2.38,0.803,455
2020-02-20T00:00:00.000Z,1.44,8.59,3.41,2.74,5.54,1.947,495
2020-02-21T00:00:00.000Z,0.45,6.9,2.1,1.78,2.41,0.83,418
2020-02-22T00:00:00.000Z,0.7,7.26,1.42,1.15,1.82,0.588,428
2020-02-23T00:00:00.000Z,0.35,4.69,1.3,0.85,1.84,0.988,446
2020-02-24T00:00:00.000Z,0.73,7.5,2.11,1.82,2.77,1.054,515
2020-02-25T00:00:00.000Z,0.7,7.82,1.95,1.65,2.5,1.008,451
2020-02-26T00:00:00.000Z,1.2,19.38,4.65,2.84,7.06,2.705,395
2020-02-27T00:00:00.000Z,1.96,31.93,4.36,3.57,5.45,2.292,549
2020-02-28T00:00:00.000Z,0.9,9.86,4.28,2.58,5.56,1.979,558
2020-02-29T00:00:00.000Z,0.65,8.15,3.66,2.8,4.42,1.259,566
2020-03-01T00:00:00.000Z,0.4,6.92,0.87,0.75,1.52,0.805,572
2020-03-02T00:00:00.000Z,0.53,11.89,3.9,2.37,5.52,1.888,459
2020-03-03T00:00:00.000Z,1.54,28.35,5.35,3.04,8.1,3.128,423
2020-03-04T00:00:00.000Z,2.31,25.02,7.6,5.16,9.63,3.526,583
2020-03-05T00:00:00.000Z,1.47,14.66,7.24,3.14,11.65,4.284,583
2020-03-06T00:00:00.000Z,5.55,32.47,9.92,8.28,11.96,4.404,588
2020-03-07T00:00:00.000Z,7.52,27.92,13.25,10.83,15.16,2.793,592
2020-03-08T00:00:00.000Z,3.36,12.04,7.68,6.88,8.47,1.586,590
2020-03-09T00:00:00.000Z,2.54,18.28,5.4,4.63,7.9,2.345,577
2020-03-10T00:00:00.000Z,1.18,8.68,3.46,2.22,4.94,1.754,584
2020-03-11T00:00:00.000Z,0.9,11.96,1.81,1.44,2.54,1.34,580
2020-03-12T00:00:00.000Z,0.45,9.56,1.05,0.8,1.86,2.457,476
2020-03-13T00:00:00.000Z,0.4,19.48,1.27,1,1.6,1.501,510
2020-03-14T00:00:00.000Z,0.97,7.9,2.58,1.65,3.41,1.371,536
2020-03-15T00:00:00.000Z,1.45,6.08,3.08,2.15,4.09,1.297,291
2020-03-16T00:00:00.000Z,1.7,32.2,4.9,3.5,6.05,2.804,581
2020-03-17T00:00:00.000Z,2.34,25.43,7.38,5.23,9.86,3.596,579
2020-03-18T00:00:00.000Z,2.06,26.73,6.3,4.43,12.19,6.87,509
2020-03-19T00:00:00.000Z,2.16,28.96,8.9,5.4,10.9,3.446,554
2020-03-20T00:00:00.000Z,0.48,11.39,3.82,3.09,4.72,1.573,465
2020-03-21T00:00:00.000Z,0.63,6.77,1.45,0.97,2.24,1.405,491
2020-03-22T00:00:00.000Z,0.65,4.66,1.55,1.09,2.22,0.666,456
2020-03-23T00:00:00.000Z,1.6,5.36,2.77,2.18,3.35,0.708,425
2020-03-24T00:00:00.000Z,3.62,8.36,5.34,4.48,6.18,1.069,443
2020-03-25T00:00:00.000Z,5.48,10.17,7.62,6.82,8.3,0.981,423
2020-03-26T00:00:00.000Z,7.68,16.18,10.86,9.39,12.02,1.567,421
2020-03-27T00:00:00.000Z,11.92,24.56,17.8,14.92,19.42,2.579,363
2020-03-28T00:00:00.000Z,12.35,29.36,17.46,13.84,20.81,4.019,181
2020-03-29T00:00:00.000Z,0.44,21.03,1.1,0.8,6.1,4.338,347
2020-03-30T00:00:00.000Z,0.95,19.62,5.76,4.87,6.35,2.884,136
2020-03-31T00:00:00.000Z,0.5,28.78,1.63,0.96,2.08,2.485,307
2020-04-01T00:00:00.000Z,0.9,13.1,2.13,1.6,3.07,1.62,171
2020-04-02T00:00:00.000Z,1.48,14.24,4.25,2.92,8.34,3.351,409
2020-04-03T00:00:00.000Z,0.97,16.94,1.86,1.42,2.27,2.235,435
2020-04-04T00:00:00.000Z,0.8,12.16,1.4,1.15,3.43,2.534,520
2020-04-05T00:00:00.000Z,3.22,8.4,4.8,4.12,5.67,1.012,533
2020-04-06T00:00:00.000Z,5.3,18.7,7.76,7,8.72,2.348,503
2020-04-07T00:00:00.000Z,1.18,22.4,3.42,2.1,11.02,4.566,447
2020-04-08T00:00:00.000Z,1.82,25.29,6.45,2.5,7.51,4.088,458
2020-04-09T00:00:00.000Z,0.75,14.53,2.54,1.69,7.37,3.791,452
2020-04-10T00:00:00.000Z,1.2,17.12,2,1.66,2.62,1.738,500
2020-04-11T00:00:00.000Z,2.38,8.44,6.53,4,7.06,1.838,152
2020-04-12T00:00:00.000Z,2,22.86,5.54,3.07,6.32,2.362,593
2020-04-13T00:00:00.000Z,0.44,30.54,1.44,1,2.15,2.552,581
2020-04-14T00:00:00.000Z,0.57,8.44,1.56,1.1,2.17,1.067,568
2020-04-15T00:00:00.000Z,1.45,13.46,3.04,2.57,3.98,1.433,525
2020-04-16T00:00:00.000Z,2.2,18.54,4.75,2.96,6.27,2.297,523
2020-04-17T00:00:00.000Z,1.02,8.46,2.27,1.74,2.71,0.779,580
2020-04-18T00:00:00.000Z,0.9,12.3,1.65,1.36,2.16,0.935,585
2020-04-19T00:00:00.000Z,0.57,4.55,1.12,0.86,1.38,0.389,569
2020-04-20T00:00:00.000Z,0.45,3.05,1.23,1,1.6,0.426,506
2020-04-21T00:00:00.000Z,1.18,6.05,3.17,2.54,3.68,1.051,384
2020-04-22T00:00:00.000Z,1.28,6.2,2.76,2.04,3.38,0.816,424
2020-04-23T00:00:00.000Z,1.48,23.83,3.63,2.04,4.88,3.184,482
2020-04-24T00:00:00.000Z,0.65,8.71,5.05,2.2,6.2,2.324,548
2020-04-25T00:00:00.000Z,0.35,40.1,1.75,0.85,2.27,3.811,520
2020-04-26T00:00:00.000Z,0.69,19.92,1.46,1.04,2.42,2.394,564
2020-04-27T00:00:00.000Z,1.82,19.63,3.45,2.4,4.48,1.896,543
2020-04-28T00:00:00.000Z,1.95,14.09,7.68,6.43,9.75,2.461,409
2020-04-29T00:00:00.000Z,1.74,15.47,7.54,3.76,10.33,3.536,511
2020-04-30T00:00:00.000Z,0.55,5.58,2.42,1.34,4.17,1.514,546
2020-05-01T00:00:00.000Z,0.35,11.24,0.77,0.64,1.06,1.058,553
2020-05-02T00:00:00.000Z,1,16.35,3.08,2.37,4.08,2.112,543
2020-05-03T00:00:00.000Z,1.1,25.5,4.28,2.37,6.45,3.119,575
2020-05-04T00:00:00.000Z,1.64,31.3,5.16,3.02,6.87,3.033,534
2020-05-05T00:00:00.000Z,0.25,21.36,1.1,0.61,1.76,2.466,493
2020-05-06T00:00:00.000Z,0.56,8.47,1.27,0.98,1.6,0.775,585
2020-05-07T00:00:00.000Z,1.92,32.64,4.84,3.69,5.77,2.569,385
2020-05-08T00:00:00.000Z,2.38,11.96,5.68,4.13,8.11,2.401,351
2020-05-09T00:00:00.000Z,1.18,10.36,3.85,1.78,6.23,2.04,347
2020-05-10T00:00:00.000Z,3.84,10.25,4.96,4.46,5.61,0.951,252
2020-05-11T00:00:00.000Z,0.55,11.97,1.32,1.1,1.52,2.476,352
2020-05-12T00:00:00.000Z,0.6,7.55,1.56,1.2,1.84,0.924,471
2020-05-13T00:00:00.000Z,1.14,7.06,2.37,2.12,2.92,0.84,465
2020-05-14T00:00:00.000Z,0.65,11.92,1.31,0.95,2.08,1.267,458
2020-05-15T00:00:00.000Z,0.75,10.96,1.65,1.38,2.44,0.894,534
2020-05-16T00:00:00.000Z,0.7,17.92,1.48,1.2,2,1.703,341
2020-05-17T00:00:00.000Z,0.63,9.76,1.13,0.9,2,0.987,544
2020-05-18T00:00:00.000Z,1.05,42.5,2.17,1.78,2.7,2.834,474
2020-05-19T00:00:00.000Z,1,39.2,3.59,1.65,5.79,3.259,544
2020-05-20T00:00:00.000Z,0.45,6.62,1.45,0.82,2.24,1.081,557
2020-05-21T00:00:00.000Z,1.02,3.8,1.94,1.41,2.42,0.668,521
2020-05-22T00:00:00.000Z,1.14,3.65,2.04,1.53,2.31,0.47,548
2020-05-23T00:00:00.000Z,1.12,19.07,3.2,2.04,6,2.988,513
2020-05-24T00:00:00.000Z,0.8,15.33,2,1.6,2.4,1.432,548
2020-05-25T00:00:00.000Z,0.6,29.93,3.17,2,3.8,3.463,544
2020-05-26T00:00:00.000Z,0.6,13.23,3.63,1.36,5.09,2.065,505
2020-05-27T00:00:00.000Z,1,40.6,2.7,2,3.91,2.745,532
2020-05-28T00:00:00.000Z,0.6,13.7,1.27,1,1.87,0.947,553
2020-05-29T00:00:00.000Z,0.52,114.37,1.39,0.9,1.87,5.284,550
2020-05-30T00:00:00.000Z,0.2,7.9,0.93,0.6,1.3,0.629,572
2020-05-31T00:00:00.000Z,0.56,23.08,1.07,0.9,1.27,1.309,508
2020-06-01T00:00:00.000Z,0.5,8.1,1,0.8,1.4,0.976,499
2020-06-02T00:00:00.000Z,0.5,18.89,0.93,0.8,1.23,1.349,543
2020-06-03T00:00:00.000Z,0.93,5.75,1.55,1.3,1.83,0.429,461
2020-06-04T00:00:00.000Z,1.5,13.03,2.9,2.27,4.09,2.017,540
2020-06-05T00:00:00.000Z,0.6,15.5,1.7,1.3,6.62,3.837,448
2020-06-06T00:00:00.000Z,0.4,2.57,1.1,0.8,1.5,0.442,467
2020-06-07T00:00:00.000Z,0.6,19.53,1.85,1.1,2.37,1.554,418
2020-06-08T00:00:00.000Z,0.5,10.73,1.3,1,1.8,1.315,407
2020-06-09T00:00:00.000Z,0.7,185.32,1.4,1.17,1.91,10.208,361
2020-06-10T00:00:00.000Z,0.7,8.94,2.1,1.1,3.2,1.605,405
2020-06-11T00:00:00.000Z,7.7,95.18,17.52,15.47,21.37,5.846,434
2020-06-12T00:00:00.000Z,5.95,15.32,9.32,8.23,10.23,1.887,439
2020-06-13T00:00:00.000Z,5.55,28.42,10.47,7.18,15.26,4.895,428
2020-06-14T00:00:00.000Z,2,12.25,3.86,2.95,6.35,2.804,268
2020-06-15T00:00:00.000Z,1.2,13.45,1.95,1.62,2.5,0.934,439
2020-06-16T00:00:00.000Z,1.48,18.1,2.5,2.2,3.42,2.16,423
2020-06-17T00:00:00.000Z,1.52,15.48,2.9,2.54,3.83,1.014,417
2020-06-18T00:00:00.000Z,1.9,10.07,4.8,3.7,6.14,1.581,389
2020-06-19T00:00:00.000Z,2.9,23,4.82,4.05,6.86,2.405,445
2020-06-20T00:00:00.000Z,0.97,10.73,2.9,1.8,4.76,2.216,442
2020-06-21T00:00:00.000Z,1.5,15.67,2.87,2.1,3.66,1.51,445
2020-06-22T00:00:00.000Z,0.9,15.1,1.6,1.3,2.12,1.391,414
2020-06-23T00:00:00.000Z,0.55,17.64,1.14,0.95,1.58,1.508,431
2020-06-24T00:00:00.000Z,1.6,14.57,2.33,2,2.87,1.027,425
2020-06-25T00:00:00.000Z,3.67,14.68,5.79,4.7,8.77,2.549,424
2020-06-26T00:00:00.000Z,4.2,17.52,7.3,5.98,8.31,2.945,429
2020-06-27T00:00:00.000Z,3.53,20.17,6.07,4.93,7.05,1.863,315
2020-06-28T00:00:00.000Z,1.55,23.08,3.54,2.67,5.12,2.322,330
2020-06-29T00:00:00.000Z,0.7,20.14,1.4,1.1,1.8,1.599,344
2020-06-30T00:00:00.000Z,0.7,9.6,1.23,1.1,1.4,0.902,350
2020-07-01T00:00:00.000Z,0.77,16.87,1.4,1.3,1.6,1.16,340
2020-07-02T00:00:00.000Z,1.42,12.23,3,2.25,3.4,1.387,340
2020-07-03T00:00:00.000Z,1.27,12.98,2.5,1.83,3.2,1.479,357
2020-07-04T00:00:00.000Z,1.08,29.48,1.9,1.55,2.83,3.29,419
2020-07-05T00:00:00.000Z,0.68,9.1,1.1,0.95,1.23,0.768,343
2020-07-06T00:00:00.000Z,0.6,15.48,1.65,1.45,1.85,1.51,173
2020-07-07T00:00:00.000Z,0.6,12.98,1.23,1.05,1.63,1.082,331
2020-07-08T00:00:00.000Z,0.6,14.67,1.5,1.1,2.45,1.809,332
