date,min,max,pm25,q1,q3,stdev,count
2020-03-14T00:00:00.000Z,4.72,228.3,8.89,6.72,31.62,41.024,136
2020-03-15T00:00:00.000Z,2.09,10.48,4.59,3.64,5.5,1.528,291
2020-03-16T00:00:00.000Z,1.95,48.18,6.75,4.96,8.35,10.723,582
2020-03-17T00:00:00.000Z,2.49,43.08,12.52,7.71,18.7,8.808,578
2020-03-18T00:00:00.000Z,2.2,33.79,8.35,5.24,11.17,6.17,513
2020-03-19T00:00:00.000Z,2.64,20.53,9.51,7,12.82,3.463,561
2020-03-20T00:00:00.000Z,1.3,30.56,5.29,4.38,6.36,2.783,494
2020-03-21T00:00:00.000Z,1.26,15.92,2.81,1.9,5.15,2.413,493
2020-03-22T00:00:00.000Z,1.29,44.4,3.58,1.9,4.93,5.042,473
2020-03-23T00:00:00.000Z,2.22,50.8,4.98,2.91,11.9,5.868,461
2020-03-24T00:00:00.000Z,4.55,23.42,7.48,6.05,9.22,2.782,467
2020-03-25T00:00:00.000Z,5.57,20.07,9.06,7.47,10.54,1.956,446
2020-03-26T00:00:00.000Z,9.19,26.15,11.88,11.09,12.79,1.697,453
2020-03-27T00:00:00.000Z,12.9,68.26,18.25,15.86,19.86,9.301,302
2020-03-28T00:00:00.000Z,14.85,48.78,20.74,17.63,23.49,5.042,181
2020-03-29T00:00:00.000Z,1.35,20.64,3.24,2.04,8.76,5.17,373
2020-03-30T00:00:00.000Z,1.85,18.94,10.34,7.72,11.8,2.81,145
2020-03-31T00:00:00.000Z,0.99,33.46,4.3,2.83,6.88,4.871,343
2020-04-01T00:00:00.000Z,1.68,38.13,2.96,2.42,3.7,2.498,225
2020-04-02T00:00:00.000Z,2.04,15.1,5.29,3.7,9.26,3.464,442
2020-04-03T00:00:00.000Z,1.6,26.74,3.14,2.34,5.68,4.066,473
2020-04-04T00:00:00.000Z,1,46.85,2.54,1.74,8.19,7.578,528
2020-04-05T00:00:00.000Z,4.22,20.76,6.38,5.56,7.48,1.79,543
2020-04-06T00:00:00.000Z,5.86,30.28,8.01,6.98,11.55,3.703,515
2020-04-07T00:00:00.000Z,1.27,27.34,6.46,2.68,12.58,5.155,450
2020-04-08T00:00:00.000Z,2.34,32.08,6.3,3.71,13.81,7.527,481
2020-04-09T00:00:00.000Z,0.91,28.06,3.39,2.39,11.8,7.856,478
2020-04-10T00:00:00.000Z,1.68,17.42,4.29,2.36,8.22,3.88,510
2020-04-11T00:00:00.000Z,5.72,32.54,17.69,14.23,21.33,6.577,153
2020-04-12T00:00:00.000Z,1.9,70.89,7.56,3.85,14.56,12.848,591
2020-04-13T00:00:00.000Z,1.14,38.17,2.43,1.8,4.51,6.633,583
2020-04-14T00:00:00.000Z,1,6.28,2.52,1.61,3.1,0.89,571
2020-04-15T00:00:00.000Z,2.25,6.64,3.9,3.33,4.55,0.821,525
2020-04-16T00:00:00.000Z,2.65,11.62,5.54,3.76,7.12,2.029,526
2020-04-17T00:00:00.000Z,1.53,19.1,3.19,2.41,7.28,3.896,572
2020-04-18T00:00:00.000Z,1.25,9.18,2.4,1.86,2.96,1.164,584
2020-04-19T00:00:00.000Z,0.82,16.96,1.84,1.51,2.18,1.387,567
2020-04-20T00:00:00.000Z,0.8,11.1,1.78,1.48,2.17,1.052,522
2020-04-21T00:00:00.000Z,1.96,35.54,3.53,3.06,4.44,3.343,386
2020-04-22T00:00:00.000Z,1.2,47.8,3.08,2.37,4.05,2.91,416
2020-04-23T00:00:00.000Z,1.28,50.54,4.8,2.34,8.02,6.609,486
2020-04-24T00:00:00.000Z,1.07,14.54,5.09,3.07,6.85,2.722,550
2020-04-25T00:00:00.000Z,0.44,10.36,3.11,1.42,4.62,2.079,515
2020-04-26T00:00:00.000Z,0.85,38.11,3.76,1.33,9.11,6.736,566
2020-04-27T00:00:00.000Z,1.82,21.61,6.62,2.45,8.41,4.126,536
2020-04-28T00:00:00.000Z,1.47,15.18,8.47,6.84,10.19,3.289,416
2020-04-29T00:00:00.000Z,1.66,21.28,9.05,4.45,10.83,4.65,521
2020-04-30T00:00:00.000Z,0.6,16.05,4.03,1.62,6.8,3.514,545
2020-05-01T00:00:00.000Z,0.55,6.2,1.4,1.06,1.81,0.813,563
2020-05-02T00:00:00.000Z,1.38,16.63,4.32,3.33,5.26,1.958,549
2020-05-03T00:00:00.000Z,1.15,26.79,5.28,2.54,9.81,4.638,576
2020-05-04T00:00:00.000Z,2.1,21.16,7.5,5.42,8.86,3.021,535
2020-05-05T00:00:00.000Z,0.43,15.99,1.86,1.15,3.29,2.12,499
2020-05-06T00:00:00.000Z,0.5,5.58,1.84,1.19,2.29,0.736,581
2020-05-07T00:00:00.000Z,2.88,43.88,5.24,3.96,5.84,8.394,395
2020-05-08T00:00:00.000Z,2.61,45.3,8.78,6.28,21.56,10.594,352
2020-05-09T00:00:00.000Z,1.03,35.6,6.43,2.16,12.84,5.855,354
2020-05-10T00:00:00.000Z,3.81,13.2,6.21,4.72,6.79,1.378,248
2020-05-11T00:00:00.000Z,1.41,16.79,2.44,2.1,2.99,2.991,357
2020-05-12T00:00:00.000Z,1.31,4.9,2.35,2.06,2.64,0.587,477
