date,min,max,pm25,q1,q3,stdev,count
2020-02-05T00:00:00.000Z,2.49,4.61,3.14,2.88,3.4,0.418,59
2020-02-06T00:00:00.000Z,3.7,7.88,5.68,5.03,6.93,1.073,114
2020-02-08T00:00:00.000Z,5.56,13.4,7.48,6.44,9.35,2.163,62
2020-02-09T00:00:00.000Z,1.38,9.46,3.06,2.11,4.2,1.718,186
2020-02-10T00:00:00.000Z,0.5,4.5,1.4,1.12,2.12,0.89,234
2020-02-15T00:00:00.000Z,3.58,7.56,4.67,4.22,5.59,1.2,49
2020-02-16T00:00:00.000Z,0.2,17.27,1.85,1.55,2.17,1.157,374
2020-02-17T00:00:00.000Z,0.05,2.82,1.15,0.36,1.5,0.585,216
2020-03-14T00:00:00.000Z,1.28,8.74,2.11,1.76,6.18,2.37,316
2020-03-15T00:00:00.000Z,1.8,6.75,4.3,2.85,5.68,1.446,212
2020-03-16T00:00:00.000Z,1.65,8.7,5.48,2.85,6.2,1.728,239
2020-04-05T00:00:00.000Z,5.87,7.25,6.48,6.24,6.68,0.33,62
2020-04-06T00:00:00.000Z,5.76,15.88,8.14,6.86,9.91,2.102,517
2020-04-07T00:00:00.000Z,1.73,16.66,3,2.47,10.95,4.593,348
2020-04-08T00:00:00.000Z,2.4,11.08,6.68,6.2,7.38,1.419,141
2020-04-26T00:00:00.000Z,3.05,4.54,3.91,3.65,4.15,0.374,25
2020-04-27T00:00:00.000Z,1.1,7.8,2.75,1.66,4.03,1.32,371
2020-06-03T00:00:00.000Z,0.6,2.92,1.12,0.93,1.4,0.414,71
2020-06-04T00:00:00.000Z,0.8,9.48,1.77,1.35,3,1.817,518
2020-06-05T00:00:00.000Z,3.35,15.4,8.38,5.82,11.18,3.011,139
2020-10-04T00:00:00.000Z,0.1,5.18,1.2,0.56,2.25,0.991,157
2020-10-05T00:00:00.000Z,0.68,3.47,1.66,1.3,2.02,0.559,240
2020-12-10T00:00:00.000Z,9.44,14.2,12.32,11.56,12.98,1.034,49
2020-12-11T00:00:00.000Z,10.32,27.85,14.95,12.98,19.67,4.446,315
2020-12-12T00:00:00.000Z,12.13,31.83,25.22,19.1,27.02,4.873,318
2020-12-13T00:00:00.000Z,18.25,39.1,22.95,21.67,26.98,3.165,285
2020-12-14T00:00:00.000Z,6.1,14.52,8.4,7.3,9.8,1.671,194
2020-12-15T00:00:00.000Z,7.63,13.3,10.06,9.13,11.14,1.251,304
2020-12-16T00:00:00.000Z,7.1,19.13,11.92,10.57,13.39,2.321,308
2020-12-17T00:00:00.000Z,6.57,14.02,10,8.5,11.13,1.635,279
2020-12-18T00:00:00.000Z,4.8,14.27,9.57,7.6,11.06,2.155,309
2020-12-19T00:00:00.000Z,5.6,19.1,9.73,8.35,10.48,1.682,283
2020-12-20T00:00:00.000Z,4.97,14.88,8.84,6.68,10.9,2.478,306
2020-12-21T00:00:00.000Z,4.5,22.75,8.02,7.02,8.78,1.73,297
2020-12-22T00:00:00.000Z,0.4,65.75,1.67,1.13,8.23,5.525,284
2020-12-23T00:00:00.000Z,0.88,12.98,2.4,1.7,6.39,2.816,309
2020-12-24T00:00:00.000Z,0.3,7.3,1.5,0.98,2.83,1.329,282
2020-12-25T00:00:00.000Z,0.32,3.88,1.1,0.74,1.8,0.744,309
2020-12-26T00:00:00.000Z,0.55,8.48,5.5,1.8,6.63,2.332,294
2020-12-27T00:00:00.000Z,0.9,6.03,2.45,1.92,3.22,0.973,307
2020-12-28T00:00:00.000Z,2.1,12.6,4.18,3.45,6.72,2.579,294
2020-12-29T00:00:00.000Z,1.95,14.98,5.77,4.63,12.43,4.199,286
2020-12-30T00:00:00.000Z,2.13,6.25,3.5,2.95,4.5,0.98,290
2020-12-31T00:00:00.000Z,2.5,52.83,5.13,4.05,8.02,5.847,307
2021-01-01T00:00:00.000Z,5.4,42.33,13.01,10.43,15.73,7.198,298
