date,min,max,pm25,q1,q3,stdev,count
2024-02-18T00:00:00.000Z,2.22,41.22,4.88,4.4,5.4,2.198,737
2024-02-19T00:00:00.000Z,0.6,141.55,2.8,1.7,4.84,7.542,1277
2024-02-20T00:00:00.000Z,0.6,218.23,4.5,3.08,6.3,7.901,1271
2024-02-21T00:00:00.000Z,2.35,140.13,5.15,4.34,6.17,4.483,1273
2024-02-22T00:00:00.000Z,0.63,68.75,2,1.4,2.6,4.217,1275
2024-02-23T00:00:00.000Z,0.2,18.1,1.2,0.8,2.8,1.628,1264
2024-02-24T00:00:00.000Z,0.93,110.68,3.3,2.25,3.95,5.219,1268
2024-02-25T00:00:00.000Z,0.7,218.98,3.58,2.8,5.72,8.077,1271
2024-02-26T00:00:00.000Z,3.72,61.5,7.52,5.95,10.13,4.03,1258
2024-02-27T00:00:00.000Z,3.5,339.65,10.82,7.22,13.48,13.323,1219
2024-02-28T00:00:00.000Z,2.97,139.57,9.5,7.88,11.6,7.17,1198
2024-02-29T00:00:00.000Z,9.77,352.1,15.2,13.5,17.01,12.807,1232
2024-03-01T00:00:00.000Z,15.73,143.4,27.35,24.85,32.85,7.428,1186
2024-03-02T00:00:00.000Z,6.82,59.47,22.38,14.75,30.23,8.323,1264
2024-03-03T00:00:00.000Z,6.65,85.25,15.69,12.07,28.13,8.729,1270
2024-03-04T00:00:00.000Z,12.45,182.77,26.77,21.8,29.99,8.92,1264
2024-03-05T00:00:00.000Z,4.7,93.15,11.68,8.9,13.07,4.86,1246
2024-03-06T00:00:00.000Z,5.63,80.34,12.8,10.95,15.25,8.24,1099
2024-03-07T00:00:00.000Z,7.75,77.13,13.88,10.88,21.27,7.686,1239
2024-03-08T00:00:00.000Z,7.72,108.43,14.02,11.88,16.19,4.424,1245
2024-03-09T00:00:00.000Z,11.38,52.22,16.8,14.68,22.89,4.68,1249
2024-03-10T00:00:00.000Z,8.4,28.02,14.57,13.02,18.07,3.079,1179
2024-03-11T00:00:00.000Z,2.2,64.2,9.63,6.78,10.77,5.202,1150
2024-03-12T00:00:00.000Z,2.45,163.75,7.2,5.27,13.48,11.088,1236
2024-03-13T00:00:00.000Z,6.95,222.73,13.88,11.27,16.91,8.169,1248
2024-03-14T00:00:00.000Z,3.45,104.9,9.35,7.69,13.4,5.539,1196
2024-03-15T00:00:00.000Z,3,211.9,7.68,5.46,14.37,8.49,1101
2024-03-16T00:00:00.000Z,0.93,42.53,2.8,2.2,3.58,2.717,868
2024-03-17T00:00:00.000Z,0.75,84.82,2.25,1.73,3.03,5.059,671
2024-03-18T00:00:00.000Z,0.32,83.97,2.5,1.2,3.13,4.855,684
